Type,Status,Priority,Resolution,AffectsVersion/s,Component/s,Labels,PatchInfo,Created,Updated,Resolved,Created_Epoch,Updated_Epoch,Resolved_Epoch,Assignee,Reporter,Votes,Watchers,comments,description
Bug,Resolved,Minor,Fixed,2.18.0,camel-swagger,PatchAvailable,Unknown,2016-12-14T14:42:08+0000,2016-12-15T14:26:13+0000,2016-12-14T15:31:58+0000,1481726528.0,1481811973.0,1481729518.0,Claus Ibsen,Bob Paulin,0,4,,Assume I have rest path And in the type ClassA contains a reference to ClassB. Within the Swagger Doc the path for ClassA renders as expected: However ClassB gets a string parameter scheme However I'd expect it to be:
